NOAA.ID,Order,Acquisition,Name,Sex,Species,Birth.Date,Captivity.Date,Owner,Facility.Date,Facility,Purpose,Status
NOA0004864,3,TRANSPORT,-,FEMALE,Beluga Whale,15-Jun-67,-,"Navy, U.S. (SPAWAR)",1-Aug-77,"Navy, U.S. (SPAWAR)",Scientific Research,-
NOA0004864,4,TRANSPORT,-,FEMALE,Beluga Whale,15-Jun-67,-,"Navy, U.S. (SPAWAR)",7-Feb-01,Sea World of California,Public Display,DEAD
NOA0004865,1,CAPTURE,NOC,MALE,Beluga Whale,15-Jun-75,4-Aug-77,"Navy, U.S. (SPAWAR)",10-Aug-77,"Navy, U.S. (SPAWAR)",Scientific Research,DEAD
NOA0004936,1,CAPTURE,-,FEMALE,Beluga Whale,15-Jun-78,15-Jul-80,unreported facility in unspecified foreign country,22-Jul-80,unreported facility in unspecified foreign country,Scientific Research,-
NOA0004936,2,TRANSFER,RUB,FEMALE,Beluga Whale,15-Jun-78,-,"Navy, U.S. (SPAWAR)",-,"Navy, U.S. (SPAWAR)",Scientific Research,-
NOA0004936,3,TRANSPORT,-,FEMALE,Beluga Whale,15-Jun-78,-,"Navy, U.S. (SPAWAR)",22-Jul-80,"Navy, U.S. (SPAWAR)",Scientific Research,-
NOA0004936,4,TRANSPORT,-,FEMALE,Beluga Whale,15-Jun-78,-,"Navy, U.S. (SPAWAR)",18-Apr-97,Sea World of California,Scientific Research,DEAD
NOA0004937,1,CAPTURE,-,FEMALE,Beluga Whale,15-Jun-78,16-Jul-80,unreported facility in unspecified foreign country,22-Jul-80,unreported facility in unspecified foreign country,Scientific Research,-
NOA0004937,2,TRANSFER,LLY,FEMALE,Beluga Whale,15-Jun-78,-,"Navy, U.S. (SPAWAR)",-,"Navy, U.S. (SPAWAR)",Scientific Research,-
NOA0004937,3,TRANSPORT,-,FEMALE,Beluga Whale,15-Jun-78,-,"Navy, U.S. (SPAWAR)",22-Jul-80,"Navy, U.S. (SPAWAR)",Scientific Research,DEAD
NOA0004938,1,CAPTURE,-,FEMALE,Beluga Whale,15-Jun-77,16-Jul-80,unreported facility in unspecified foreign country,20-Jul-80,unreported facility in unspecified foreign country,Scientific Research,-
NOA0004938,2,TRANSFER,CHR,FEMALE,Beluga Whale,15-Jun-77,-,"Navy, U.S. (SPAWAR)",-,"Navy, U.S. (SPAWAR)",Scientific Research,-
NOA0004938,3,TRANSPORT,-,FEMALE,Beluga Whale,15-Jun-77,-,"Navy, U.S. (SPAWAR)",20-Jul-80,"Navy, U.S. (SPAWAR)",Scientific Research,DEAD
NOA0005191,1,CAPTURE,Mamuk,MALE,Killer Whale; Orca,1-Jan-64,15-Oct-68,"Sea-Arama, Inc. (not active)",Unknown,"Sea-Arama, Inc. (not active)",Public Display,DEAD
NOA0005192,1,CAPTURE,-,MALE,Killer Whale; Orca,1-Jan-68,20-Aug-70,"Sea-Arama, Inc. (not active)",Unknown,"Sea-Arama, Inc. (not active)",Public Display,DEAD
NOA0005449,1,CAPTURE,KIANU,FEMALE,Killer Whale; Orca,1-Jan-52,9-May-68,Marine World Africa USA,Unknown,Marine World Africa USA,Public Display,-
NOA0005449,2,TRANSFER,-,FEMALE,Killer Whale; Orca,1-Jan-52,-,unreported facility in Japan,-,unreported facility in Japan,unknown,-
NOA0005449,3,TRANSPORT,-,FEMALE,Killer Whale; Orca,1-Jan-52,-,unreported facility in Japan,Unknown,unreported facility in Japan,unknown,ALIVE
NOA0005473,1,BIRTH,-,MALE,Killer Whale; Orca,17-Jun-95,17-Jun-95,Sea World LLC,17-Jun-95,Sea World of Florida,Public Display,-
NOA0005473,2,TRANSPORT,-,MALE,Killer Whale; Orca,17-Jun-95,-,Sea World LLC,8-Mar-99,Sea World of California,Public Display,-
NOA0005473,3,TRANSPORT,-,MALE,Killer Whale; Orca,17-Jun-95,-,Sea World LLC,15-Apr-00,Sea World of Ohio,Public Display,-
NOA0005473,4,TRANSPORT,-,MALE,Killer Whale; Orca,17-Jun-95,-,Sea World LLC,18-Feb-01,Sea World of Texas,Public Display,-
NOA0005473,5,TRANSPORT,-,MALE,Killer Whale; Orca,17-Jun-95,-,Sea World LLC,13-Feb-06,Loro Parque S A,Public Display,-
NOA0005473,6,TRANSFER,-,MALE,Killer Whale; Orca,17-Jun-95,-,Loro Parque S A,-,Loro Parque S A,Public Display,ALIVE
NOA0005485,1,BIRTH,-,FEMALE,Beluga Whale,19-Jul-95,19-Jul-95,Sea World LLC,19-Jul-95,Sea World of Texas,Public Display,DEAD
NOA0005587,1,BIRTH,MARIS,FEMALE,Beluga Whale,28-Jul-94,28-Jul-94,Wildlife Conservation Society,28-Jul-94,New York Aquarium,Public Display,-
NOA0005587,2,TRANSPORT,-,FEMALE,Beluga Whale,28-Jul-94,-,Wildlife Conservation Society,18-Dec-02,Mystic Aquarium,Public Display,-
NOA0005587,3,TRANSPORT,-,FEMALE,Beluga Whale,28-Jul-94,-,Wildlife Conservation Society,26-May-05,New York Aquarium,Public Display,-
NOA0005587,4,TRANSPORT,MARIS,FEMALE,Beluga Whale,28-Jul-94,-,Wildlife Conservation Society,7-Nov-05,Georgia Aquarium,Public Display,-
NOA0005587,5,TRANSPORT,-,FEMALE,Beluga Whale,28-Jul-94,-,Wildlife Conservation Society,5-Oct-09,Sea World of Texas,Public Display,-
NOA0005587,6,TRANSPORT,-,FEMALE,Beluga Whale,28-Jul-94,-,Wildlife Conservation Society,22-Feb-10,Georgia Aquarium,Public Display,DEAD
NOA0005588,1,CAPTURE,-,MALE,Killer Whale; Orca,1-Jan-77,1-Nov-79,unreported facility in unspecified foreign country,Unknown,unreported facility in unspecified foreign country,Public Display,-
NOA0005588,2,TRANSFER,KEIKO,MALE,Killer Whale; Orca,1-Jan-77,-,Oregon Coast Aquarium,-,Oregon Coast Aquarium,Public Display,-
NOA0005588,3,TRANSPORT,-,MALE,Killer Whale; Orca,1-Jan-77,-,Oregon Coast Aquarium,7-Jan-96,Oregon Coast Aquarium,Public Display,-
NOA0005588,4,TRANSFER,-,MALE,Killer Whale; Orca,1-Jan-77,-,Free Willy Keiko Foundation,-,Oregon Coast Aquarium,Public Display,-
NOA0005588,5,TRANSPORT,-,MALE,Killer Whale; Orca,1-Jan-77,-,Free Willy Keiko Foundation,10-Sep-98,Klettsvik Cove Underwater Pen,Public Display,-
NOA0005588,6,TRANSFER,-,MALE,Killer Whale; Orca,1-Jan-77,-,Ocean Futures Society,-,Klettsvik Cove Underwater Pen,Public Display,-
NOA0005588,7,TRANSFER,-,MALE,Killer Whale; Orca,1-Jan-77,-,Free Willy Keiko Foundation,-,Klettsvik Cove Underwater Pen,Scientific Research,RELEASED
NOA0005645,1,BIRTH,-,FEMALE,Killer Whale; Orca,27-Dec-96,27-Dec-96,Sea World LLC,27-Dec-96,Sea World of Florida,Public Display,-
NOA0005645,2,TRANSPORT,-,FEMALE,Killer Whale; Orca,27-Dec-96,-,Sea World LLC,7-Dec-02,Sea World of Texas,Public Display,DEAD
NOA0005752,1,BIRTH,-,FEMALE,Beluga Whale,19-Jun-98,19-Jun-98,Sea World LLC,19-Jun-98,Sea World of Texas,Public Display,DEAD
NOA0005770,1,BIRTH,-,MALE,Killer Whale; Orca,14-May-98,14-May-98,Sea World LLC,14-May-98,Sea World of Florida,Public Display,-
NOA0005770,2,TRANSPORT,-,MALE,Killer Whale; Orca,14-May-98,-,Sea World LLC,8-Mar-99,Sea World of California,Public Display,-
NOA0005770,3,TRANSPORT,-,MALE,Killer Whale; Orca,14-May-98,-,Sea World LLC,15-Apr-00,Sea World of Ohio,Public Display,-
NOA0005770,4,TRANSPORT,-,MALE,Killer Whale; Orca,14-May-98,-,Sea World LLC,18-Feb-01,Sea World of California,Public Display,DEAD
NOA0005797,1,CAPTURE,-,MALE,Beluga Whale,1-Jan-83,15-Aug-90,unreported facility in unspecified foreign country,15-Aug-90,unreported facility in unspecified foreign country,Public Display,-
NOA0005797,2,TRANSFER,-,MALE,Beluga Whale,1-Jan-83,-,Vancouver Aquarium,-,Sea World of California,Public Display,-
NOA0005797,3,TRANSPORT,-,MALE,Beluga Whale,1-Jan-83,-,Vancouver Aquarium,27-Jul-97,Sea World of California,Public Display,-
NOA0005797,4,TRANSPORT,-,MALE,Beluga Whale,1-Jan-83,-,Vancouver Aquarium,12-Feb-05,Sea World of Texas,Public Display,-
NOA0005797,5,TRANSPORT,-,MALE,Beluga Whale,1-Jan-83,-,Vancouver Aquarium,27-Jan-08,Sea World of California,Public Display,-
NOA0005797,6,TRANSPORT,-,MALE,Beluga Whale,1-Jan-83,-,Vancouver Aquarium,31-May-14,Sea World of Florida,Public Display,DEAD
NOA0005840,1,BIRTH,-,MALE,Killer Whale; Orca,22-Jun-99,22-Jun-99,Sea World LLC,22-Jun-99,Sea World of Florida,Public Display,-
NOA0005840,2,TRANSPORT,-,MALE,Killer Whale; Orca,22-Jun-99,-,Sea World LLC,25-Apr-04,Sea World of Texas,Public Display,ALIVE
NOA0005850,1,BIRTH,-,MALE,Beluga Whale,23-Jul-99,23-Jul-99,Shedd (John G.) Aquarium,23-Jul-99,Shedd (John G.) Aquarium,Public Display,DEAD
NOA0005851,1,BIRTH,KAYAVAK,FEMALE,Beluga Whale,3-Aug-99,3-Aug-99,Shedd (John G.) Aquarium,3-Aug-99,Shedd (John G.) Aquarium,Public Display,-
NOA0005851,2,TRANSPORT,-,FEMALE,Beluga Whale,3-Aug-99,-,Shedd (John G.) Aquarium,30-Aug-08,Mystic Aquarium,Public Display,-
NOA0005851,3,TRANSPORT,KAYAVAK,FEMALE,Beluga Whale,3-Aug-99,-,Shedd (John G.) Aquarium,2-May-09,Shedd (John G.) Aquarium,Public Display,ALIVE
NOA0005856,1,BIRTH,-,FEMALE,Beluga Whale,25-Jul-99,25-Jul-99,Sea World LLC,25-Jul-99,Sea World of Texas,Public Display,-
NOA0005856,2,TRANSPORT,-,FEMALE,Beluga Whale,25-Jul-99,-,Sea World LLC,21-Nov-10,Sea World of Florida,Public Display,ALIVE
NOA0005857,1,BIRTH,-,MALE,Beluga Whale,27-Jul-99,27-Jul-99,Sea World LLC,27-Jul-99,Sea World of Florida,Public Display,DEAD
NOA0005912,1,BIRTH,-,FEMALE,Beluga Whale,24-Jul-00,24-Jul-00,Sea World LLC,24-Jul-00,Sea World of Texas,Public Display,ALIVE
NOA0005931,1,BIRTH,-,MALE,Killer Whale; Orca,8-Nov-00,8-Nov-00,Sea World LLC,8-Nov-00,Sea World of Florida,Public Display,-
NOA0005931,2,TRANSPORT,-,MALE,Killer Whale; Orca,8-Nov-00,-,Sea World LLC,25-Apr-04,Sea World of Texas,Public Display,-
NOA0005931,3,TRANSPORT,-,MALE,Killer Whale; Orca,8-Nov-00,-,Sea World LLC,13-Feb-06,Loro Parque S A,Public Display,-
NOA0005931,4,TRANSFER,-,MALE,Killer Whale; Orca,8-Nov-00,-,Loro Parque S A,-,Loro Parque S A,Public Display,ALIVE
NOA0005948,1,CAPTURE,-,FEMALE,Killer Whale; Orca,1-Nov-78,20-Dec-80,Vancouver Aquarium,Unknown,Vancouver Aquarium,Public Display,-
NOA0005948,2,TRANSFER,-,FEMALE,Killer Whale; Orca,1-Nov-78,-,Sea World LLC,-,Sea World of California,Public Display,-
NOA0005948,3,TRANSPORT,-,FEMALE,Killer Whale; Orca,1-Nov-78,-,Sea World LLC,22-Apr-01,Sea World of California,Public Display,DEAD
NOA0005995,1,BIRTH,-,MALE,Killer Whale; Orca,1-Sep-01,1-Sep-01,Sea World LLC,1-Sep-01,Sea World of California,Public Display,ALIVE
NOA0006021,1,BIRTH,-,FEMALE,Killer Whale; Orca,3-May-02,3-May-02,Sea World LLC,3-May-02,Sea World of California,Public Display,-
NOA0006021,2,TRANSPORT,-,FEMALE,Killer Whale; Orca,3-May-02,-,Sea World LLC,24-Apr-04,Sea World of Florida,Public Display,-
NOA0006021,3,TRANSPORT,-,FEMALE,Killer Whale; Orca,3-May-02,-,Sea World LLC,13-Feb-06,Loro Parque S A,Public Display,-
NOA0006021,4,TRANSFER,-,FEMALE,Killer Whale; Orca,3-May-02,-,Loro Parque S A,-,Loro Parque S A,Public Display,ALIVE
NOA0006061,1,BIRTH,-,MALE,Killer Whale; Orca,25-Aug-02,25-Aug-02,Sea World LLC,25-Aug-02,Sea World of Florida,Public Display,-
NOA0006061,2,TRANSPORT,-,MALE,Killer Whale; Orca,25-Aug-02,-,Sea World LLC,18-Nov-06,Marineland of Canada,Public Display,-
NOA0006061,3,TRANSPORT,-,MALE,Killer Whale; Orca,25-Aug-02,-,Sea World LLC,13-Nov-11,Sea World of California,Public Display,ALIVE
NOA0006172,1,BIRTH,-,FEMALE,Killer Whale; Orca,9-Feb-04,9-Feb-04,Sea World LLC,9-Feb-04,Sea World of Florida,Public Display,-
NOA0006172,2,TRANSPORT,-,FEMALE,Killer Whale; Orca,9-Feb-04,-,Sea World LLC,13-Feb-06,Loro Parque S A,Public Display,-
NOA0006172,3,TRANSFER,-,FEMALE,Killer Whale; Orca,9-Feb-04,-,Loro Parque S A,-,Loro Parque S A,Public Display,ALIVE
NOA0006225,1,CAPTURE,-,MALE,Beluga Whale,1-Jan-70,31-Jul-75,unreported facility in unspecified foreign country,31-Jul-75,unreported facility in unspecified foreign country,Public Display,-
NOA0006225,2,TRANSFER,-,MALE,Beluga Whale,1-Jan-70,-,Sea World LLC,-,Sea World of California,Public Display,-
NOA0006225,3,TRANSPORT,-,MALE,Beluga Whale,1-Jan-70,-,Sea World LLC,12-Sep-04,Sea World of California,Public Display,ALIVE
NOA0006239,1,BIRTH,-,FEMALE,Killer Whale; Orca,21-Dec-04,21-Dec-04,Sea World LLC,21-Dec-04,Sea World of California,Public Display,ALIVE
NOA0006283,1,CAPTURE,-,FEMALE,Beluga Whale,-,21-Jun-85,Vancouver Aquarium,1-Aug-85,Vancouver Aquarium,Public Display,-
NOA0006283,2,TRANSFER,-,FEMALE,Beluga Whale,-,-,Vancouver Aquarium,-,Sea World of California,Public Display,-
NOA0006283,3,TRANSPORT,-,FEMALE,Beluga Whale,-,-,Vancouver Aquarium,24-Jul-05,Sea World of California,Public Display,ALIVE
NOA0006291,1,CAPTURE,-,MALE,Beluga Whale,-,1-Jan-97,unreported facility in unspecified foreign country,Unknown,unreported facility in unspecified foreign country,Public Display,-
NOA0006291,2,TRANSFER,GASPER,MALE,Beluga Whale,-,-,Georgia Aquarium,-,Georgia Aquarium,Public Display,-
NOA0006291,3,TRANSPORT,GASPER,MALE,Beluga Whale,-,-,Georgia Aquarium,17-Oct-05,Georgia Aquarium,Public Display,DEAD
NOA0006292,1,CAPTURE,-,MALE,Beluga Whale,1-Jun-90,1-Jan-96,unreported facility in unspecified foreign country,Unknown,unreported facility in unspecified foreign country,Public Display,-
NOA0006292,2,TRANSFER,NICO,MALE,Beluga Whale,1-Jun-90,-,Georgia Aquarium,-,Georgia Aquarium,Public Display,-
NOA0006292,3,TRANSPORT,NICO,MALE,Beluga Whale,1-Jun-90,-,Georgia Aquarium,17-Oct-05,Georgia Aquarium,Public Display,-
NOA0006292,4,TRANSPORT,-,MALE,Beluga Whale,1-Jun-90,-,Georgia Aquarium,5-Oct-09,Sea World of Texas,Public Display,DEAD
NOA0006295,1,BIRTH,-,FEMALE,Killer Whale; Orca,9-Oct-05,9-Oct-05,Sea World LLC,9-Oct-05,Sea World of Texas,Public Display,DEAD
NOA0006301,1,BIRTH,-,MALE,Killer Whale; Orca,23-Nov-05,23-Nov-05,Sea World LLC,23-Nov-05,Sea World of Florida,Public Display,ALIVE
NOA0006355,1,BIRTH,BELLA,FEMALE,Beluga Whale,17-Jul-06,17-Jul-06,Shedd (John G.) Aquarium,17-Jul-06,Shedd (John G.) Aquarium,Public Display,-
NOA0006355,2,TRANSPORT,-,FEMALE,Beluga Whale,17-Jul-06,-,Shedd (John G.) Aquarium,30-Aug-08,Mystic Aquarium,Public Display,-
NOA0006355,3,TRANSPORT,BELLA,FEMALE,Beluga Whale,17-Jul-06,-,Shedd (John G.) Aquarium,25-Apr-09,Shedd (John G.) Aquarium,Public Display,ALIVE
NOA0006358,1,BIRTH,-,FEMALE,Killer Whale; Orca,18-Sep-06,18-Sep-06,Sea World LLC,18-Sep-06,Sea World of Florida,Public Display,ALIVE
NOA0006362,1,BIRTH,-,MALE,Beluga Whale,6-Jul-02,6-Jul-02,Marineland of Canada,6-Jul-02,Marineland of Canada,Public Display,-
NOA0006362,2,TRANSFER,-,MALE,Beluga Whale,6-Jul-02,-,Sea World LLC,-,Sea World of Florida,Public Display,-
NOA0006362,3,TRANSPORT,-,MALE,Beluga Whale,6-Jul-02,-,Sea World LLC,19-Nov-06,Sea World of Florida,Public Display,-
NOA0006362,4,TRANSPORT,JUNO,MALE,Beluga Whale,6-Jul-02,-,Sea World LLC,25-Jan-10,Mystic Aquarium,Public Display,ALIVE
NOA0006363,1,BIRTH,-,MALE,Beluga Whale,13-Jul-02,13-Jul-02,Marineland of Canada,13-Jul-02,Marineland of Canada,Public Display,-
NOA0006363,2,TRANSFER,-,MALE,Beluga Whale,13-Jul-02,-,Sea World LLC,-,Sea World of Florida,Public Display,-
NOA0006363,3,TRANSPORT,-,MALE,Beluga Whale,13-Jul-02,-,Sea World LLC,19-Nov-06,Sea World of Florida,Public Display,-
NOA0006363,4,TRANSPORT,-,MALE,Beluga Whale,13-Jul-02,-,Sea World LLC,1-Jun-14,Sea World of California,Public Display,ALIVE
NOA0006364,1,BIRTH,-,MALE,Beluga Whale,27-Jul-03,27-Jul-03,Marineland of Canada,27-Jul-03,Marineland of Canada,Public Display,-
NOA0006364,2,TRANSFER,AUKEK,MALE,Beluga Whale,27-Jul-03,-,Sea World LLC,-,Sea World of Florida,Public Display,-
NOA0006364,3,TRANSPORT,-,MALE,Beluga Whale,27-Jul-03,-,Sea World LLC,19-Nov-06,Sea World of Florida,Public Display,-
NOA0006364,4,TRANSFER,AUREK,MALE,Beluga Whale,27-Jul-03,-,Georgia Aquarium,-,Georgia Aquarium,Public Display,-
NOA0006364,5,TRANSPORT,AUREK,MALE,Beluga Whale,27-Jul-03,-,Georgia Aquarium,7-Feb-16,Georgia Aquarium,Public Display,-
NOA0006364,6,TRANSPORT,AUREK,MALE,Beluga Whale,27-Jul-03,-,Georgia Aquarium,24-Sep-17,Shedd (John G.) Aquarium,Public Display,ALIVE
NOA0006375,1,BIRTH,QANNIK,MALE,Beluga Whale,15-Jul-00,15-Jul-00,Point Defiance Zoo and Aquarium,15-Jul-00,Shedd (John G.) Aquarium,Public Display,-
NOA0006375,2,TRANSPORT,-,MALE,Beluga Whale,15-Jul-00,-,Point Defiance Zoo and Aquarium,10-Jun-07,Point Defiance Zoo and Aquarium,Public Display,DEAD
NOA0006378,1,BIRTH,-,FEMALE,Killer Whale; Orca,12-Mar-07,12-Mar-07,Sea World LLC,12-Mar-07,Sea World of Florida,Public Display,ALIVE
NOA0006410,1,BIRTH,-,MALE,Beluga Whale,26-Jun-07,26-Jun-07,Sea World LLC,26-Jun-07,Sea World of Texas,Public Display,-
NOA0006410,2,TRANSPORT,GRAYSON,MALE,Beluga Whale,26-Jun-07,-,Sea World LLC,21-Nov-10,Georgia Aquarium,Public Display,-
NOA0006410,3,TRANSPORT,GRAYSON,MALE,Beluga Whale,26-Jun-07,-,Sea World LLC,6-Feb-16,Shedd (John G.) Aquarium,Public Display,ALIVE
NOA0006414,1,BIRTH,-,MALE,Beluga Whale,23-Jun-07,23-Jun-07,Sea World LLC,23-Jun-07,Sea World of Texas,Public Display,ALIVE
NOA0006479,1,BIRTH,-,FEMALE,Beluga Whale,2-Jul-05,2-Jul-05,Marineland of Canada,2-Jul-05,Marineland of Canada,Public Display,-
NOA0006479,2,TRANSFER,-,FEMALE,Beluga Whale,2-Jul-05,-,Sea World LLC,-,Sea World of Florida,Public Display,-
NOA0006479,3,TRANSPORT,-,FEMALE,Beluga Whale,2-Jul-05,-,Sea World LLC,14-Jul-08,Sea World of Florida,Public Display,-
NOA0006479,4,TRANSFER,MAPLE,FEMALE,Beluga Whale,2-Jul-05,-,Georgia Aquarium,-,Georgia Aquarium,Public Display,-
NOA0006479,5,TRANSPORT,MAPLE,FEMALE,Beluga Whale,2-Jul-05,-,Georgia Aquarium,7-Feb-16,Georgia Aquarium,Public Display,ALIVE
NOA0006490,1,BIRTH,MIKI,MALE,Beluga Whale,16-Aug-07,16-Aug-07,Shedd (John G.) Aquarium,16-Aug-07,Shedd (John G.) Aquarium,Public Display,-
NOA0006490,2,TRANSPORT,-,MALE,Beluga Whale,16-Aug-07,-,Shedd (John G.) Aquarium,4-Sep-08,Mystic Aquarium,Public Display,-
NOA0006490,3,TRANSPORT,-,MALE,Beluga Whale,16-Aug-07,-,Shedd (John G.) Aquarium,2-May-09,Shedd (John G.) Aquarium,Public Display,-
NOA0006490,4,TRANSPORT,-,MALE,Beluga Whale,16-Aug-07,-,Shedd (John G.) Aquarium,7-Feb-16,Mystic Aquarium,Public Display,DEAD
NOA0006497,1,BIRTH,-,FEMALE,Beluga Whale,27-Jul-08,27-Jul-08,Sea World LLC,27-Jul-08,Sea World of Texas,Public Display,DEAD
NOA0006498,1,BIRTH,-,FEMALE,Beluga Whale,31-Jul-08,31-Jul-08,Vancouver Aquarium,31-Jul-08,Sea World of Texas,Public Display,-
NOA0006498,2,TRANSPORT,QINU,FEMALE,Beluga Whale,31-Jul-08,-,Vancouver Aquarium,21-Nov-10,Georgia Aquarium,Public Display,ALIVE
NOA0006540,1,BIRTH,-,FEMALE,Beluga Whale,12-Jun-09,12-Jun-09,Sea World LLC,12-Jun-09,Sea World of Texas,Public Display,DEAD
NOA0006601,1,BIRTH,-,FEMALE,Killer Whale; Orca,7-Jan-10,7-Jan-10,Sea World LLC,7-Jan-10,Sea World of Texas,Public Display,ALIVE
NOA0006607,1,BIRTH,33,MALE,Beluga Whale,14-Dec-09,14-Dec-09,Shedd (John G.) Aquarium,14-Dec-09,Shedd (John G.) Aquarium,Public Display,-
NOA0006607,2,TRANSPORT,NUNAVIK,MALE,Beluga Whale,14-Dec-09,-,Shedd (John G.) Aquarium,7-Feb-16,Georgia Aquarium,Public Display,ALIVE
NOA0006608,1,BIRTH,91,MALE,Beluga Whale,20-Dec-09,20-Dec-09,Shedd (John G.) Aquarium,20-Dec-09,Shedd (John G.) Aquarium,Public Display,DEAD
NOA0006657,1,BIRTH,-,FEMALE,Beluga Whale,23-Jun-10,23-Jun-10,Sea World LLC,23-Jun-10,Sea World of Texas,Public Display,-
NOA0006657,2,TRANSPORT,-,FEMALE,Beluga Whale,23-Jun-10,-,Sea World LLC,1-Jun-14,Sea World of California,Public Display,ALIVE
NOA0006658,1,BIRTH,-,FEMALE,Beluga Whale,23-Jun-10,23-Jun-10,Sea World LLC,23-Jun-10,Sea World of California,Public Display,ALIVE
NOA0006689,1,BIRTH,-,MALE,Killer Whale; Orca,9-Oct-10,9-Oct-10,Sea World LLC,9-Oct-10,Sea World of Florida,Public Display,ALIVE
NOA0006690,1,BIRTH,-,MALE,Killer Whale; Orca,12-Oct-10,12-Oct-10,Loro Parque S A,12-Oct-10,Loro Parque S A,Public Display,ALIVE
NOA0006731,1,CAPTURE,-,MALE,Beluga Whale,1-Jan-88,12-Aug-90,Vancouver Aquarium,Unknown,Vancouver Aquarium,Public Display,-
NOA0006731,2,TRANSFER,-,MALE,Beluga Whale,1-Jan-88,-,Sea World LLC,-,Sea World of Texas,Public Display,-
NOA0006731,3,TRANSPORT,-,MALE,Beluga Whale,1-Jan-88,-,Sea World LLC,17-Apr-11,Sea World of Texas,Public Display,ALIVE
NOA0008002,1,BIRTH,-,FEMALE,Killer Whale; Orca,25-Feb-93,25-Feb-93,Marineland S.A. (in France),25-Feb-93,Marineland S.A. (in France),Public Display,-
NOA0008002,2,TRANSPORT,-,FEMALE,Killer Whale; Orca,25-Feb-93,-,Marineland S.A. (in France),20-May-02,Six Flags Worlds of Adventure,Public Display,-
NOA0008002,3,TRANSPORT,-,FEMALE,Killer Whale; Orca,25-Feb-93,-,Marineland S.A. (in France),19-Apr-04,Six Flags Marine World,Public Display,-
NOA0008002,4,TRANSPORT,-,FEMALE,Killer Whale; Orca,25-Feb-93,-,Marineland S.A. (in France),31-Jul-07,Six Flags Discovery Kingdom,Public Display,-
NOA0008002,5,TRANSPORT,-,FEMALE,Killer Whale; Orca,25-Feb-93,-,Marineland S.A. (in France),20-Aug-12,Sea World of California,Public Display,ALIVE
NOA0010000,1,BIRTH,-,FEMALE,Killer Whale; Orca,3-Aug-12,3-Aug-12,Sea World LLC,3-Aug-12,Loro Parque S A,Public Display,DEAD
NOA0010029,1,BIRTH,-,MALE,Killer Whale; Orca,14-Feb-13,14-Feb-13,Sea World LLC,14-Feb-13,Sea World of California,Public Display,ALIVE
NOA0010087,1,BIRTH,-,MALE,Beluga Whale,9-Jul-13,9-Jul-13,Sea World LLC,9-Jul-13,Sea World of Texas,Public Display,ALIVE
NOA0010095,1,BIRTH,-,FEMALE,Beluga Whale,26-Jul-13,26-Jul-13,Sea World LLC,26-Jul-13,Sea World of Texas,Public Display,DEAD
NOA0010123,1,BIRTH,-,FEMALE,Killer Whale; Orca,6-Dec-13,6-Dec-13,Sea World LLC,6-Dec-13,Sea World of Texas,Public Display,ALIVE
NOA0010189,1,BIRTH,-,FEMALE,Killer Whale; Orca,2-Dec-14,2-Dec-14,Sea World LLC,2-Dec-14,Sea World of California,Public Display,ALIVE
NOA0010367,1,BIRTH,KIMALU,FEMALE,Beluga Whale,27-Aug-12,27-Aug-12,Shedd (John G.) Aquarium,27-Aug-12,Shedd (John G.) Aquarium,Public Display,ALIVE
NOA0010372,1,BIRTH,-,MALE,Beluga Whale,11-Aug-16,11-Aug-16,Sea World LLC,11-Aug-16,Sea World of Texas,Public Display,ALIVE
NOA0010374,1,BIRTH,CALF 1,FEMALE,Beluga Whale,18-May-12,18-May-12,Georgia Aquarium,18-May-12,Georgia Aquarium,Public Display,DEAD
NOA0010375,1,BIRTH,CALF 2,FEMALE,Beluga Whale,10-May-15,10-May-15,Georgia Aquarium,10-May-15,Georgia Aquarium,Public Display,DEAD
NOA0010386,1,BIRTH,-,FEMALE,Killer Whale; Orca,19-Apr-17,19-Apr-17,Sea World LLC,19-Apr-17,Sea World of Texas,Public Display,DEAD
NOA0010417,1,BIRTH,-,FEMALE,Beluga Whale,4-Jul-17,4-Jul-17,Sea World LLC,4-Jul-17,Sea World of Florida,Public Display,DEAD
NOA0010448,1,BIRTH,-,MALE,Beluga Whale,17-Sep-17,17-Sep-17,Sea World LLC,17-Sep-17,Sea World of Texas,Public Display,ALIVE
NOA0010470,1,BIRTH,-,FEMALE,Beluga Whale,8-Nov-17,8-Nov-17,Georgia Aquarium,8-Nov-17,Georgia Aquarium,-,DEAD
NOA0010477,1,STRANDED,Tyonek,MALE,Beluga Whale,1-Sep-17,30-Sep-17,NMFS (MMPA Sec. 109h/112c),30-Sep-17,Alaska SeaLife Center,Rehabilitation,-
NOA0010477,2,TRANSPORT,Tyonek,MALE,Beluga Whale,1-Sep-17,-,NMFS (MMPA Sec. 109h/112c),8-Mar-18,Sea World of Texas,Scientific Research,ALIVE
UNK0000590,1,UNKNOWN,-,MALE,Killer Whale; Orca,-,1-Jun-70,"Trident Television, Ltd.",Unknown,"Trident Television, Ltd.",Public Display,-
UNK0000590,2,TRANSFER,-,MALE,Killer Whale; Orca,-,-,Sea World LLC,-,Unknown,Public Display,-
UNK0000590,3,TRANSPORT,-,MALE,Killer Whale; Orca,-,-,Sea World LLC,17-Oct-76,Unknown,Public Display,ALIVE